Transaction Time,Device IP,TransactionID,Location,Type,Purpose,Amount Spikes,Debited Amt,Credited Amt,Total Amt,FRAUD,Amount_Spike_Flag,hour,is_night,time_gap_sec,prev_balance,balance_drain_pct,lat,lon,prev_lat,prev_lon,travel_speed_kmh,impossible_travel_flag,ip_change_flag,location_change_flag,velocity_1h,debit_zscore,timegap_zscore,velocity_zscore,anomaly_score,rule_score,rule_score_norm,anomaly_score_norm,final_risk,decision,predicted_fraud
2016-01-12 07:14:52,172.19.8.90,TXN743111853,Koramangala,Debit,Entertainment,Yes,7219,0,59004,0,1,7,0,230938.0,66223.0,0.1090104646421938,12.9352,77.6245,12.9784,77.6408,0.07978362886312093,0,1,1,1.0,7.3264258754037765,6.1466180088418385,-0.5109123536749547,0.0876128992443459,80,0.5714285714285714,0.9687706036459814,0.8098337907590174,BLOCK,1
2016-01-13 12:42:17,49.207.45.128,TXN489747629,HSR Layout,Debit,Fuel,No,1247,0,57757,0,0,12,0,106045.0,59004.0,0.021134160395905363,12.9116,77.6474,12.9352,77.6245,0.12261744875096685,0,1,1,1.0,0.8437209557590241,2.47689856556664,-0.5109123536749547,-0.12885505639458616,40,0.2857142857142857,0.4591690580467722,0.3897871491137776,OTP_REQUIRED,0
2016-01-15 18:23:14,192.168.1.105,TXN162196678,Koramangala,Credit,Cashback,No,0,878,58635,0,0,18,0,193257.0,57757.0,-0.015201620582786502,12.9352,77.6245,12.9116,77.6474,0.06728329298703943,0,1,1,1.0,-0.5099181994313654,5.0394406783104815,-0.5109123536749547,-0.08855435257002364,40,0.2857142857142857,0.554043613022425,0.44671188209916923,OTP_REQUIRED,0
2016-01-16 17:10:23,49.207.45.128,TXN885879795,Koramangala,Debit,Healthcare,No,622,0,58013,0,0,17,0,82029.0,58635.0,0.010607998635627185,12.9352,77.6245,12.9352,77.6245,0.0,0,1,0,1.0,0.1652731033179708,1.7712386634928878,-0.5109123536749547,-0.07476362729266484,20,0.14285714285714285,0.5865092724108217,0.4090484205893502,OTP_REQUIRED,0
2016-01-17 18:56:58,49.207.45.128,TXN237859287,Indiranagar,Debit,Transport,No,484,0,57529,0,0,18,0,92795.0,58013.0,0.008342957612948822,12.9784,77.6408,12.9352,77.6245,0.19855672915988384,0,0,1,1.0,0.015471817498986237,2.087575043644704,-0.5109123536749547,-0.1804007607234408,20,0.14285714285714285,0.33782190291033837,0.25983599888906017,ALLOW,0
2016-01-19 09:59:24,192.168.1.105,TXN666585408,Malleshwaram,Debit,Groceries,No,2414,0,55115,0,0,9,0,140546.0,57529.0,0.041961445531818735,13.0031,77.5713,12.9784,77.6408,0.20531197362910664,0,1,1,1.0,2.1105187858369585,3.4906382508367324,-0.5109123536749547,-0.04292670631180573,40,0.2857142857142857,0.6614586758505969,0.5111609197960725,OTP_REQUIRED,0
2016-01-19 14:47:37,10.20.30.45,TXN679064766,Indiranagar,Credit,Refund,No,0,309,55424,0,0,14,0,17293.0,55115.0,-0.0056064592216275065,12.9784,77.6408,13.0031,77.5713,1.6686391398644782,0,1,1,1.0,-0.5099181994313654,-0.13089322444209053,-0.5109123536749547,-0.24620068837808345,40,0.2857142857142857,0.18291793694387956,0.224036476452042,ALLOW,0
2016-01-22 17:36:12,49.207.45.128,TXN434702822,Whitefield,Debit,Food & Drink,No,1685,0,53739,0,0,17,0,269315.0,55424.0,0.030401991916859123,12.9698,77.75,12.9784,77.6408,0.15868375225207826,0,1,1,1.0,1.3191772107497142,7.274245842864341,-0.5109123536749547,-0.039441549076843385,40,0.2857142857142857,0.6696633152317509,0.5160837034247648,OTP_REQUIRED,0
2016-01-22 20:09:16,192.168.1.105,TXN655742829,Indiranagar,Credit,Refund,No,0,418,54157,0,0,20,0,9184.0,53739.0,-0.007778336031559947,12.9784,77.6408,12.9698,77.75,4.65330082075005,0,1,1,1.0,-0.5099181994313654,-0.3691592198583155,-0.5109123536749547,-0.23114394948069766,40,0.2857142857142857,0.2183640028114298,0.24530411597257218,ALLOW,0
2016-01-24 08:02:42,172.16.11.35,TXN168747287,Indiranagar,Debit,Food & Drink,No,1416,0,52741,0,0,8,0,129206.0,54157.0,0.026146204553427997,12.9784,77.6408,12.9784,77.6408,0.0,0,1,0,1.0,1.0271732550590849,3.1574360818861846,-0.5109123536749547,-0.013786167379260195,20,0.14285714285714285,0.7300603477968549,0.4951790658209701,OTP_REQUIRED,0
2016-01-24 08:38:40,49.207.45.128,TXN107721109,Koramangala,Debit,Fuel,No,1276,0,51465,0,0,8,0,2158.0,52741.0,0.02419370129500768,12.9352,77.6245,12.9784,77.6408,8.538031363480732,0,1,1,2.0,0.8752009361122889,-0.5756035266525437,1.4320291815369501,-0.10808587415542625,40,0.2857142857142857,0.5080631649766757,0.41912361327171965,OTP_REQUIRED,0
2016-01-27 07:46:29,192.168.1.105,TXN172370545,HSR Layout,Debit,Groceries,No,2503,0,48962,0,0,7,0,256069.0,51465.0,0.048634994656562715,12.9116,77.6474,12.9352,77.6245,0.05077915465283295,0,1,1,1.0,2.2071297600245647,6.885039852571664,-0.5109123536749547,-0.003500675267114617,40,0.2857142857142857,0.7542741057275699,0.5668501777222562,OTP_REQUIRED,0
2016-01-30 16:13:41,49.207.45.128,TXN652070932,MG Road,Debit,Transport,No,659,0,48303,0,0,16,0,289632.0,48962.0,0.01345941750745476,12.9758,77.6046,12.9116,77.6474,0.1058151700761226,0,1,1,1.0,0.20543721618248115,7.871218370780414,-0.5109123536749547,-0.06363099082937462,40,0.2857142857142857,0.6127173489436352,0.48191612365189535,OTP_REQUIRED,0
2016-01-31 23:14:43,49.207.45.128,TXN678998028,MG Road,Debit,Fuel,No,854,0,47449,0,0,23,0,111662.0,48303.0,0.01768006127983769,12.9758,77.6046,12.9758,77.6046,0.0,0,0,0,1.0,0.4171129461440898,2.6419423559542263,-0.5109123536749547,-0.009169590518525617,0,0.0,0.7409285370245114,0.44455712221470683,OTP_REQUIRED,0
2016-02-01 09:30:00,10.20.30.45,TXN942478695,MG Road,Credit,Salary,No,0,51000,98449,0,0,9,0,36917.0,47449.0,-1.0748382473813989,12.9758,77.6046,12.9758,77.6046,0.0,0,1,0,1.0,-0.5099181994313654,0.4457169487047832,-0.5109123536749547,-0.030712981457027166,20,0.14285714285714285,0.6902118141391133,0.4712699456263251,OTP_REQUIRED,0
2016-02-02 18:16:59,172.16.10.22,TXN766964667,Jayanagar,Debit,Food & Drink,No,1025,0,97424,0,0,18,0,118019.0,98449.0,0.010411482087172038,12.925,77.5938,12.9758,77.6046,0.1759650549882347,0,1,1,1.0,0.6027362785719619,2.8287294977548108,-0.5109123536749547,-0.12155195232505922,40,0.2857142857142857,0.47636177883779107,0.4001027815883889,OTP_REQUIRED,0
2016-02-03 07:37:30,49.207.45.128,TXN677280546,Whitefield,Debit,Fuel,No,2291,0,95133,0,0,7,0,48031.0,97424.0,0.02351576613565446,12.9698,77.75,12.925,77.5938,1.322510922595854,0,1,1,1.0,1.9770002484765594,0.7722785806021718,-0.5109123536749547,-0.11982500220239645,40,0.2857142857142857,0.4804273064540338,0.4025420981581345,OTP_REQUIRED,0
2016-02-03 08:26:42,49.207.45.128,TXN474745382,BTM Layout,Debit,Transport,Yes,571,0,94562,0,1,8,0,2952.0,95133.0,0.006002123343109121,,,12.9698,77.75,0.0,0,0,1,2.0,0.10991175855878085,-0.5522734982445424,1.4320291815369501,-0.04830487699738273,20,0.14285714285714285,0.6487975681786701,0.4464213980500592,OTP_REQUIRED,0
2016-02-04 08:43:55,49.207.45.128,TXN406002884,Whitefield,Debit,Fuel,No,1023,0,93539,0,0,8,0,87433.0,94562.0,0.010818299105348872,12.9698,77.75,,,0.0,0,0,1,1.0,0.6005652454441506,1.9300238946224078,-0.5109123536749547,-0.17564338713520328,20,0.14285714285714285,0.3490215510356366,0.2665557877642391,ALLOW,0
2016-02-06 15:29:20,10.20.30.45,TXN817112652,Whitefield,Credit,Cashback,No,0,203,93742,0,0,15,0,197125.0,93539.0,-0.002170217770127968,12.9698,77.75,12.9698,77.75,0.0,0,1,0,1.0,-0.5099181994313654,5.153093763804372,-0.5109123536749547,-0.03925651404100239,20,0.14285714285714285,0.6700989184598419,0.4592022082187623,OTP_REQUIRED,0
2016-02-08 07:37:47,192.168.1.105,TXN211225158,BTM Layout,Debit,Healthcare,No,903,0,92839,0,0,7,0,144507.0,93742.0,0.009632822000810736,,,12.9698,77.75,0.0,0,1,1,1.0,0.47030325777546833,3.607023946710905,-0.5109123536749547,-0.08533206222055234,40,0.2857142857142857,0.5616294200653805,0.45126336632494257,OTP_REQUIRED,0
2016-02-09 18:07:56,172.19.8.90,TXN223940587,Rajajinagar,Debit,Entertainment,No,1284,0,91555,0,0,18,0,124209.0,92839.0,0.013830394554012861,,,,,0.0,0,1,1,1.0,0.8838850686235344,3.0106096940338136,-0.5109123536749547,-0.10730565967064898,40,0.2857142857142857,0.5098999195492766,0.4202256660152802,OTP_REQUIRED,0
2016-02-10 12:42:45,49.207.45.128,TXN392431670,Indiranagar,Debit,Transport,No,387,0,91168,0,0,12,0,66889.0,91555.0,0.004226967396646825,12.9784,77.6408,,,0.0,0,1,1,1.0,-0.08982328919986522,1.3263814467458603,-0.5109123536749547,-0.21059692750674175,40,0.2857142857142857,0.2667351075529284,0.2743267788174713,ALLOW,0
2016-02-12 13:16:25,10.20.30.45,TXN318610946,Whitefield,Credit,Gift Money,No,0,1754,92922,0,0,13,0,174820.0,91168.0,-0.01923920673920674,12.9698,77.75,12.9784,77.6408,0.24445666821741482,0,1,1,1.0,-0.5099181994313654,4.49770801614635,-0.5109123536749547,-0.09538177372669798,40,0.2857142857142857,0.5379707288690707,0.4370681516071567,OTP_REQUIRED,0
2016-02-14 07:10:24,192.168.1.105,TXN624557080,Koramangala,Debit,Groceries,No,1897,0,91025,0,0,7,0,150839.0,92922.0,0.02041497169669185,12.9352,77.6245,12.9698,77.75,0.33732014801353577,0,1,1,1.0,1.5493067222977195,3.793076515828618,-0.5109123536749547,-0.05401517278742274,40,0.2857142857142857,0.6353545828100325,0.4954984639717338,OTP_REQUIRED,0
2016-02-17 10:12:18,172.16.10.22,TXN781057736,Whitefield,Debit,Food & Drink,No,1256,0,89769,0,0,10,0,270114.0,91025.0,0.01379840703103543,12.9698,77.75,12.9352,77.6245,0.18836873988839423,0,1,1,1.0,0.8534906048341752,7.297722785808916,-0.5109123536749547,-0.05324300547409655,40,0.2857142857142857,0.6371723930035587,0.49658915008784943,OTP_REQUIRED,0
2016-02-17 21:13:55,49.207.45.128,TXN103807155,Indiranagar,Debit,Groceries,No,1886,0,87883,0,0,21,0,39697.0,89769.0,0.021009479887266206,12.9784,77.6408,12.9698,77.75,1.0765527555676362,0,1,1,1.0,1.5373660400947569,0.5274014310401026,-0.5109123536749547,-0.13131754162844667,40,0.2857142857142857,0.45337195852926354,0.3863088894032724,OTP_REQUIRED,0
2016-02-18 08:54:11,49.207.45.128,TXN273497327,MG Road,Debit,Fuel,No,2439,0,85444,0,0,8,0,42016.0,87883.0,0.02775280771025113,12.9758,77.6046,12.9784,77.6408,0.3369936939235223,0,0,1,1.0,2.1376566999346007,0.5955403931032701,-0.5109123536749547,-0.1378151159945229,20,0.14285714285714285,0.43807558854311524,0.3199882102687263,OTP_REQUIRED,0
2016-02-18 22:10:03,49.207.45.128,TXN220123666,Indiranagar,Debit,Fuel,No,1494,0,83950,0,0,22,0,47752.0,85444.0,0.017485136463648705,12.9784,77.6408,12.9758,77.6046,0.296513801388229,0,0,1,1.0,1.1118435470437282,0.764080749461325,-0.5109123536749547,-0.1555777053670021,20,0.14285714285714285,0.3962595009317094,0.2948985577018828,ALLOW,0
2016-02-19 07:47:20,49.207.45.128,TXN996139578,Indiranagar,Debit,Fuel,Yes,3940,0,80010,0,1,7,0,34637.0,83950.0,0.04693269803454437,12.9784,77.6408,12.9784,77.6408,0.0,0,0,0,1.0,3.7670170623570343,0.37872392002689526,-0.5109123536749547,0.043261448267879365,40,0.2857142857142857,0.864359916620904,0.6329016642582567,OTP_REQUIRED,0
2016-02-20 13:37:38,172.19.8.90,TXN236843584,Whitefield,Debit,Entertainment,Yes,3003,0,77007,0,1,13,0,107418.0,80010.0,0.03753280839895013,12.9698,77.75,12.9784,77.6408,0.39784686679856684,0,1,1,1.0,2.749888041977407,2.517241297309947,-0.5109123536749547,0.012886337253314895,40,0.2857142857142857,0.7928518568016997,0.5899968283667341,OTP_REQUIRED,0
2016-02-20 22:20:59,49.207.45.128,TXN484194737,Indiranagar,Debit,Transport,No,632,0,76375,0,0,22,0,31401.0,77007.0,0.008207046112691053,12.9784,77.6408,12.9698,77.75,1.3609730498318033,0,1,1,1.0,0.17612826895702766,0.28364083195599826,-0.5109123536749547,-0.1931251145390902,40,0.2857142857142857,0.3078666591789197,0.2990057097930661,ALLOW,0
2016-02-24 23:42:45,172.16.11.35,TXN479759538,MG Road,Debit,Food & Drink,No,1141,0,75234,0,0,23,0,350506.0,76375.0,0.014939443535188217,12.9758,77.6046,12.9784,77.6408,0.040396247265070254,0,1,1,1.0,0.7286561999850214,9.65987347066539,-0.5109123536749547,-0.026131734630288728,40,0.2857142857142857,0.7009968305947197,0.5348838126425461,OTP_REQUIRED,0
2016-02-26 08:00:29,49.207.45.128,TXN354194771,BTM Layout,Credit,Cashback,No,0,291,75525,0,0,8,0,116264.0,75234.0,-0.003867932051997767,,,12.9758,77.6046,0.0,0,1,1,1.0,-0.5099181994313654,2.777162495417226,-0.5109123536749547,-0.14648776907531724,40,0.2857142857142857,0.4176587217538782,0.36488094733804116,OTP_REQUIRED,0
2016-02-27 20:18:27,49.207.45.128,TXN126614158,Whitefield,Debit,Food & Drink,No,1167,0,74358,0,0,20,0,130678.0,75525.0,0.015451837140019862,12.9698,77.75,,,0.0,0,0,1,1.0,0.7568796306465693,3.200687721453663,-0.5109123536749547,-0.09906953182299305,20,0.14285714285714285,0.5292891333870927,0.37471633717511277,OTP_REQUIRED,0
2016-03-01 09:30:00,10.20.30.45,TXN604756065,Indiranagar,Credit,Salary,No,0,52000,126358,0,0,9,0,220293.0,74358.0,-0.6993195083245919,12.9784,77.6408,12.9698,77.75,0.19399579077759374,0,1,1,1.0,-0.5099181994313654,5.833836960475121,-0.5109123536749547,-0.009681584783337582,40,0.2857142857142857,0.7397232174292117,0.5581196447432413,OTP_REQUIRED,0
2016-03-04 12:51:18,49.207.45.128,TXN159878724,Indiranagar,Debit,Fuel,Yes,4411,0,121947,0,1,12,0,271278.0,126358.0,0.034908751325598696,12.9784,77.6408,12.9784,77.6408,0.0,0,1,0,1.0,4.278295363956612,7.331924489923416,-0.5109123536749547,0.09352221311282505,60,0.42857142857142855,0.9826821106490357,0.7610378378179927,BLOCK,1
2016-03-04 15:19:17,49.207.45.128,TXN641316454,MG Road,Debit,Transport,No,744,0,121203,0,0,15,0,8879.0,121947.0,0.006101011094983886,12.9758,77.6046,12.9784,77.6408,1.5946758693423486,0,0,1,1.0,0.2977061241144644,-0.3781210065893487,-0.5109123536749547,-0.26684615860150906,20,0.14285714285714285,0.13431506866055232,0.13773189833918853,ALLOW,0
2016-03-06 14:33:06,49.207.45.128,TXN273984402,Koramangala,Debit,Transport,No,417,0,120786,0,0,14,0,170029.0,121203.0,0.003440508898294597,12.9352,77.6245,12.9758,77.6046,0.10593016352530739,0,0,1,1.0,-0.05725779228269467,4.356934507200841,-0.5109123536749547,-0.12641102231166668,20,0.14285714285714285,0.4649227204882949,0.3360964894358341,OTP_REQUIRED,0
2016-03-07 06:57:09,49.207.45.128,TXN739289911,Indiranagar,Debit,Fuel,Yes,3841,0,116945,0,1,6,0,59043.0,120786.0,0.03180004305134701,12.9784,77.6408,12.9352,77.6245,0.3120619155935745,0,0,1,1.0,3.6595509225303715,1.0958431559534443,-0.5109123536749547,0.01236050800409827,60,0.42857142857142855,0.7916139673536696,0.6463969518407732,OTP_REQUIRED,0
2016-03-08 08:06:53,49.207.45.128,TXN100498628,Koramangala,Debit,Fuel,No,1913,0,115032,0,0,8,0,90584.0,116945.0,0.016358117063576896,12.9352,77.6245,12.9784,77.6408,0.2034031582000289,0,0,1,1.0,1.5666749873202104,2.0226094355715416,-0.5109123536749547,-0.13378246788567927,20,0.14285714285714285,0.447569112437027,0.32568432460507335,OTP_REQUIRED,0
2016-03-09 06:55:16,192.168.1.105,TXN166015826,Indiranagar,Debit,Groceries,Yes,8106,0,106926,0,1,6,0,82103.0,115032.0,0.07046734821614856,12.9784,77.6408,12.9352,77.6245,0.2244141101103665,0,1,1,1.0,8.289279067588119,1.7734129986341878,-0.5109123536749547,0.04724783531269716,80,0.5714285714285714,0.8737445342812855,0.7528181491401998,BLOCK,1
2016-03-09 12:02:47,49.207.45.128,TXN792081534,Indiranagar,Debit,Groceries,No,2320,0,104606,0,0,12,0,18451.0,106926.0,0.021697248564427736,12.9784,77.6408,12.9784,77.6408,0.0,0,1,0,1.0,2.0084802288298245,-0.09686781777147904,-0.5109123536749547,-0.05527249124834088,20,0.14285714285714285,0.6323946461805988,0.4365796448512164,OTP_REQUIRED,0
2016-03-09 20:38:16,192.168.1.105,TXN436792410,MG Road,Debit,Entertainment,No,3495,0,101111,0,0,20,0,30929.0,104606.0,0.03341108540619085,12.9758,77.6046,12.9784,77.6408,0.4577945308251387,0,1,1,1.0,3.2839621914190045,0.26977209970338284,-0.5109123536749547,-0.09159095455451693,80,0.5714285714285714,0.5468949472529355,0.5567083969231899,OTP_REQUIRED,0
2016-03-12 13:15:29,49.207.45.128,TXN571501398,Indiranagar,Debit,Food & Drink,No,802,0,100309,0,0,13,0,232633.0,101111.0,0.007931876848216318,12.9784,77.6408,12.9758,77.6046,0.06086465395662144,0,1,1,1.0,0.3606660848209941,6.196422036740532,-0.5109123536749547,-0.07907603667368301,40,0.2857142857142857,0.5763571439845293,0.46010000067643186,OTP_REQUIRED,0
2016-03-13 10:12:23,172.16.11.35,TXN729567292,Malleshwaram,Debit,Food & Drink,No,1602,0,98707,0,0,10,0,75414.0,100309.0,0.01597065068936985,13.0031,77.5713,12.9784,77.6408,0.3826315623846556,0,1,1,1.0,1.2290793359455423,1.5768707316050683,-0.5109123536749547,-0.14704496196191275,40,0.2857142857142857,0.4163469970906695,0.36409391254011597,OTP_REQUIRED,0
2016-03-16 13:22:14,49.207.45.128,TXN324920321,MG Road,Debit,Fuel,No,1476,0,97231,0,0,13,0,270591.0,98707.0,0.01495334677378504,12.9758,77.6046,13.0031,77.5713,0.06273181412940221,0,1,1,1.0,1.092304248893426,7.311738432598106,-0.5109123536749547,-0.05609759364113753,40,0.2857142857142857,0.6304522180119321,0.4925570450928735,OTP_REQUIRED,0
2016-03-17 10:16:24,172.16.10.22,TXN908127911,MG Road,Debit,Food & Drink,No,1320,0,95911,0,0,10,0,75250.0,97231.0,0.013575917145766269,12.9758,77.6046,12.9758,77.6046,0.0,0,1,0,1.0,0.9229636649241391,1.5720519348054307,-0.5109123536749547,-0.06274656733133266,20,0.14285714285714285,0.6147994288535051,0.42602251445496025,OTP_REQUIRED,0
2016-03-17 12:57:12,192.168.1.105,TXN228043768,Koramangala,Credit,Cashback,No,0,1585,97496,0,0,12,0,9648.0,95911.0,-0.01652573740238346,12.9352,77.6245,12.9758,77.6046,1.8668324807260042,0,1,1,1.0,-0.5099181994313654,-0.355525550864219,-0.5109123536749547,-0.24264064055088752,40,0.2857142857142857,0.19129888122633143,0.22906504302151315,ALLOW,0
2016-03-17 22:56:27,172.19.8.90,TXN907572787,Koramangala,Debit,Entertainment,No,1345,0,96151,0,0,22,0,35955.0,97496.0,0.013795437761549192,12.9352,77.6245,12.9352,77.6245,0.0,0,1,0,1.0,0.9501015790217812,0.41745059186788486,-0.5109123536749547,-0.06729031205224822,20,0.14285714285714285,0.6041026985880378,0.4196044762956798,OTP_REQUIRED,0
2016-03-20 19:39:07,172.16.10.22,TXN753386934,MG Road,Debit,Food & Drink,No,1391,0,94760,0,0,19,0,247360.0,96151.0,0.014466828218115256,12.9758,77.6046,12.9352,77.6245,0.07281371189377624,0,1,1,1.0,1.0000353409614426,6.629144112766521,-0.5109123536749547,-0.06073647974661489,40,0.2857142857142857,0.6195315091142461,0.48600461975426196,OTP_REQUIRED,0
2016-03-21 16:21:45,192.168.1.105,TXN563390228,Whitefield,Debit,Healthcare,No,2203,0,92557,0,0,16,0,74558.0,94760.0,0.023248205994090332,12.9698,77.75,12.9758,77.6046,0.7614092449348604,0,1,1,1.0,1.881474790852859,1.5517189629435455,-0.5109123536749547,-0.11739600477808032,40,0.2857142857142857,0.4861455701020385,0.40597305634693737,OTP_REQUIRED,0
2016-03-23 10:21:59,49.207.45.128,TXN815220785,Indiranagar,Debit,Fuel,No,1433,0,91124,0,0,10,0,151214.0,92557.0,0.015482351415884266,12.9784,77.6408,12.9698,77.75,0.282618770337194,0,1,1,1.0,1.0456270366454814,3.804095106071692,-0.5109123536749547,-0.088161350904571,40,0.2857142857142857,0.5549688042616853,0.4472669968427254,OTP_REQUIRED,0
2016-03-23 19:12:53,49.207.45.128,TXN987465944,MG Road,Debit,Transport,No,351,0,90773,0,0,19,0,31854.0,91124.0,0.003851894122294895,12.9758,77.6046,12.9784,77.6408,0.4445007548154302,0,0,1,1.0,-0.12890188550046988,0.29695128896963124,-0.5109123536749547,-0.2716427805733502,20,0.14285714285714285,0.12302302331697937,0.13095667113304477,ALLOW,0
2016-03-24 20:55:10,192.168.1.105,TXN243050433,Whitefield,Debit,Healthcare,No,2659,0,88114,0,0,20,0,92537.0,90773.0,0.02929285139854362,12.9698,77.75,12.9758,77.6046,0.6134751557091035,0,1,1,1.0,2.3764703439938515,2.0799942535574694,-0.5109123536749547,-0.07625777625116581,40,0.2857142857142857,0.5829917974276995,0.46408079274233394,OTP_REQUIRED,0
2016-03-25 08:07:14,49.207.45.128,TXN371036431,Whitefield,Credit,Gift Money,No,0,948,89062,0,0,8,0,40324.0,88114.0,-0.010758789749642509,12.9698,77.75,12.9698,77.75,0.0,0,1,0,1.0,-0.5099181994313654,0.5458245139265218,-0.5109123536749547,-0.10294230018185058,20,0.14285714285714285,0.5201719929974389,0.36924605294132046,OTP_REQUIRED,0
2016-03-26 07:37:57,49.207.45.128,TXN565848785,Rajajinagar,Credit,Refund,No,0,807,89869,0,0,7,0,84643.0,89062.0,-0.009061103500931936,,,12.9698,77.75,0.0,0,0,1,1.0,-0.5099181994313654,1.84804558321394,-0.5109123536749547,-0.20473289643335735,20,0.14285714285714285,0.2805400113301091,0.22546686394092258,ALLOW,0
2016-03-27 18:11:32,192.168.1.105,TXN271814226,Koramangala,Credit,Product Return,No,0,1662,91531,0,0,18,0,124415.0,89869.0,-0.018493585107211608,12.9352,77.6245,,,0.0,0,1,1,1.0,-0.5099181994313654,3.0166625729406755,-0.5109123536749547,-0.1227009056813958,40,0.2857142857142857,0.4736569516753488,0.39847988529092354,OTP_REQUIRED,0
2016-03-29 13:20:22,10.20.30.45,TXN490220423,Indiranagar,Credit,Refund,No,0,899,92430,0,0,13,0,155330.0,91531.0,-0.009821809004599535,12.9784,77.6408,12.9352,77.6245,0.11861888677262228,0,1,1,1.0,-0.5099181994313654,3.9250351525796683,-0.5109123536749547,-0.11210509345310593,40,0.2857142857142857,0.4986012547361774,0.41344646712742067,OTP_REQUIRED,0
